DATA_CENTER_BUILDING_NAME,PROVIDER_NAME,Company_Size,TOT_POWER_MW,County,county_population,county_population_density,county_median_household_income,county_electricity_generation_GWh_04_25_to_04_26,county_commercial_electricity_consumption_mmbtu,county_commercial_natural_gas_consumption_mmbtu,Annual_Water_Volume_Million_Gallons
Sisson North Data Center 2,Company Not Disclosed,,45.585,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Simms Farm Data Center 2,Company Not Disclosed,,45.415,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Simms Farm Data Center 5,Company Not Disclosed,,45.415,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Simms Farm Data Center 1,Company Not Disclosed,,45.415,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Simms Farm Data Center 4,Company Not Disclosed,,45.415,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Simms Farm Data Center 3,Company Not Disclosed,,45.415,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Starwood Capital Data Center ,Company Not Disclosed,,176.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Fauquier's Data Center Building 3,CyrusOne,1000,40.0,Fauquier County,74577.0,119.04475308642,130189.0,1300.0,1379462.9285466,637200.392143196,23.64548293478260
Fauquier's Data Center Building 1,CyrusOne,1000,27.0,Fauquier County,74577.0,119.04475308642,130189.0,1300.0,1379462.9285466,637200.392143196,23.64548293478260
Fauquier's Data Center Building 4,CyrusOne,1000,40.0,Fauquier County,74577.0,119.04475308642,130189.0,1300.0,1379462.9285466,637200.392143196,23.64548293478260
Fauquier's Data Center Building 2,CyrusOne,1000,27.0,Fauquier County,74577.0,119.04475308642,130189.0,1300.0,1379462.9285466,637200.392143196,23.64548293478260
BUILDING 1A,CyrusOne,1000,49.418,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
BUILDING 2,CyrusOne,1000,49.418,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
BUILDING 1B,CyrusOne,1000,48.005,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
IAD5 - Culpepper Campus Data Center 3,DataBank,1000,72.0,Culpeper County,54397.0,154.554089709763,100049.0,0.443,870178.495,419328.178187262,41.04468685714290
IAD5 - Culpepper Campus Data Center 2,DataBank,1000,72.0,Culpeper County,54397.0,154.554089709763,100049.0,0.443,870178.495,419328.178187262,41.04468685714290
Data Center 1,Digital Realty,3936,80.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 2,Digital Realty,3936,64.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 10,Digital Realty,3936,96.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Data Center 11,Digital Realty,3936,96.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 3,Digital Realty,3936,80.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 4,Digital Realty,3936,96.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Digital Waxpool Road – ACC11,Digital Realty,3936,59.515,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Louisa County Data Center 10,Edgecore,200,85.0,Louisa County,39980.0,88.2262626262626,86689.0,17100.0,359398.752202506,190086.581796692,14.641666666666700
Louisa County Data Center 9,Edgecore,200,85.0,Louisa County,39980.0,88.2262626262626,86689.0,17100.0,359398.752202506,190086.581796692,14.641666666666700
Louisa County Data Center 2,Edgecore,200,85.0,Louisa County,39980.0,88.2262626262626,86689.0,17100.0,359398.752202506,190086.581796692,14.641666666666700
Louisa County Data Center 11,Edgecore,200,85.0,Louisa County,39980.0,88.2262626262626,86689.0,17100.0,359398.752202506,190086.581796692,14.641666666666700
Louisa County Data Center 13,Edgecore,200,85.0,Louisa County,39980.0,88.2262626262626,86689.0,17100.0,359398.752202506,190086.581796692,14.641666666666700
Louisa County Data Center 6,Edgecore,200,85.0,Louisa County,39980.0,88.2262626262626,86689.0,17100.0,359398.752202506,190086.581796692,14.641666666666700
Louisa County Data Center 8,Edgecore,200,85.0,Louisa County,39980.0,88.2262626262626,86689.0,17100.0,359398.752202506,190086.581796692,14.641666666666700
Louisa County Data Center 4,Edgecore,200,85.0,Louisa County,39980.0,88.2262626262626,86689.0,17100.0,359398.752202506,190086.581796692,14.641666666666700
Louisa County Data Center 7,Edgecore,200,85.0,Louisa County,39980.0,88.2262626262626,86689.0,17100.0,359398.752202506,190086.581796692,14.641666666666700
Louisa County Data Center 1,Edgecore,200,85.0,Louisa County,39980.0,88.2262626262626,86689.0,17100.0,359398.752202506,190086.581796692,14.641666666666700
Louisa County Data Center 12,Edgecore,200,85.0,Louisa County,39980.0,88.2262626262626,86689.0,17100.0,359398.752202506,190086.581796692,14.641666666666700
Louisa County Data Center 3,Edgecore,200,85.0,Louisa County,39980.0,88.2262626262626,86689.0,17100.0,359398.752202506,190086.581796692,14.641666666666700
Louisa County Data Center 5,Edgecore,200,85.0,Louisa County,39980.0,88.2262626262626,86689.0,17100.0,359398.752202506,190086.581796692,14.641666666666700
CP03 EdgeCore Datacenter,Edgecore,200,72.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
CP02 EdgeCore Datacenter,Edgecore,200,72.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
CP01 EdgeCore Datacenter,Edgecore,200,72.0,Arlington County,236254.0,9545.19230769231,142114.0,,9451391.43119898,3735052.05133861,
Loudoun County Edgecore Data Center 1,Edgecore,200,,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Loudoun County Edgecore Data Center 2,Edgecore,200,,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Skye Data Center 1,Google,190820,41.7316666666667,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Skye Data Center 2,Google,190820,41.7316666666667,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Data Center 1,Google,190820,41.7316666666667,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Bermuda Data Center 3,Google,190820,96.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Bermuda Data Center 2,Google,190820,96.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Microsoft Clarksville Data Center Building 4,Microsoft,190820,54.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft Clarksville Data Center Building 6,Microsoft,190820,54.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft Clarksville Data Center Building 5,Microsoft,190820,54.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft - MNZ Building 2,Microsoft,190820,60.844231046731,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Microsoft - MNZ03 Building 1,Microsoft,190820,60.844231046731,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Microsoft - MNZ Building 4,Microsoft,190820,60.844231046731,Arlington County,236254.0,9545.19230769231,142114.0,,9451391.43119898,3735052.05133861,
Microsoft - MNZ Building 3,Microsoft,190820,60.844231046731,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
PowerHouse Arcola Building 1,Power House Data Centers,200,82.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
PowerHouse Arcola Building 2,Power House Data Centers,200,82.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Overview Dr Data Center 7,Power House Data Centers,200,21.896,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Overview Dr Data Center 6,Power House Data Centers,200,21.896,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Overview Dr Data Center 5,Power House Data Centers,200,21.896,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Power House & Chirisa Building 2,Power House Data Centers,200,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Power House & Chirisa Building 4,Power House Data Centers,200,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Power House & Chirisa Building 3,Power House Data Centers,200,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Power House & Chirisa Building 5,Power House Data Centers,200,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
BUILDING B,Prologis,2802,74.169,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
BUILDING A,Prologis,2802,73.985,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Building B,Prologis,2802,74.525,Fairfax County,1147837.0,3007.51918158568,153637.0,730.3,32056382.3179303,11893697.8251472,2682.082984090910
Building C,Prologis,2802,74.525,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Building A,Prologis,2802,74.525,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Henrico Data Center Building 3,QTS Data Centers,5000,74.731,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
Henrico Data Center Building 2,QTS Data Centers,5000,74.331,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
Henrico Data Center Building 4,QTS Data Centers,5000,74.351,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
Henrico Data Center Building 5,QTS Data Centers,5000,68.563,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
Henrico Data Center Building 1,QTS Data Centers,5000,61.25,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
Henrico Data Center Building 7,QTS Data Centers,5000,90.742,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
Henrico Data Center Building 6,QTS Data Centers,5000,68.563,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
Loudoun County Data Center 2,STACK Infrastructure,5000,72.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Loudoun County Data Center 1,STACK Infrastructure,5000,72.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Luck Stone Data Center 2,STACK Infrastructure,5000,49.17,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Luck Stone Data Center 1,STACK Infrastructure,5000,51.09,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
TOD Data Center 4,STACK Infrastructure,5000,47.945,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
TOD Data Center 3,STACK Infrastructure,5000,47.945,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
TOD Data Center 8,STACK Infrastructure,5000,47.945,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
TOD Data Center 9,STACK Infrastructure,5000,47.945,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
TOD Data Center 6,STACK Infrastructure,5000,47.945,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
TOD Data Center 10,STACK Infrastructure,5000,47.945,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
TOD Data Center 1,STACK Infrastructure,5000,47.945,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
TOD Data Center 5,STACK Infrastructure,5000,47.945,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
TOD Data Center 2,STACK Infrastructure,5000,47.945,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
TOD Data Center 7,STACK Infrastructure,5000,47.945,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
COCHRAN TECH,STACK Infrastructure,5000,62.725,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
STC Building 5,STACK Infrastructure,5000,58.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
STC Building 4,STACK Infrastructure,5000,58.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
STC Building 3,STACK Infrastructure,5000,58.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
STC Building 6,STACK Infrastructure,5000,58.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
STC Building 11,STACK Infrastructure,5000,58.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
STC Building 12,STACK Infrastructure,5000,58.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
STC Building 9,STACK Infrastructure,5000,58.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
STC Building 10,STACK Infrastructure,5000,58.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
STC Building 8,STACK Infrastructure,5000,58.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
STC Building 7,STACK Infrastructure,5000,58.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
STC Building 15,STACK Infrastructure,5000,58.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
STC Building 13,STACK Infrastructure,5000,58.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
STC Building 14,STACK Infrastructure,5000,58.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
STC Building 19,STACK Infrastructure,5000,58.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
STC Building 16,STACK Infrastructure,5000,58.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
STC Building 18,STACK Infrastructure,5000,58.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
STC Building 17,STACK Infrastructure,5000,58.0,Fairfax County,1147837.0,3007.51918158568,153637.0,730.3,32056382.3179303,11893697.8251472,2682.082984090910
DULLES SUMMIT SOUTH,Skybox Datacenters,50,30.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Building C,Skybox Datacenters,50,69.529,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Building A,Skybox Datacenters,50,69.529,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Building B,Skybox Datacenters,50,69.529,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
MRTP Data Center 5,Tract,200,,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
MRTP Data Center 1,Tract,200,,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
MRTP Data Center 4,Tract,200,,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
MRTP Data Center 3,Tract,200,,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
MRTP Data Center 2,Tract,200,,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
HTP Building 13,Tract,200,150.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
HTP Building 7,Tract,200,150.0,Arlington County,236254.0,9545.19230769231,142114.0,,9451391.43119898,3735052.05133861,
HTP Building 5,Tract,200,150.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
HTP Building 6,Tract,200,150.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
HTP Building 11,Tract,200,150.0,Fairfax County,1147837.0,3007.51918158568,153637.0,730.3,32056382.3179303,11893697.8251472,2682.082984090910
HTP Building 15,Tract,200,150.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
HTP Building 14,Tract,200,150.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
HTP Building 9,Tract,200,150.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
HTP Building 3,Tract,200,150.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
HTP Building 12,Tract,200,150.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
HTP Building 16,Tract,200,150.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
HTP Building 2,Tract,200,150.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
HTP Building 10,Tract,200,150.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
HTP Building 8,Tract,200,150.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
HTP Building 1,Tract,200,150.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
HTP Building 4,Tract,200,150.0,Fairfax County,1147837.0,3007.51918158568,153637.0,730.3,32056382.3179303,11893697.8251472,2682.082984090910
Chesterfield County Data Center 6,Tract,200,32.65,Chesterfield County,377869.0,950.596698113208,101931.0,2100.0,6673889.97843701,2896243.53661473,7893.9585
Chesterfield County Data Center 4,Tract,200,32.65,Chesterfield County,377869.0,950.596698113208,101931.0,2100.0,6673889.97843701,2896243.53661473,7893.9585
Chesterfield County Data Center 9,Tract,200,32.65,Chesterfield County,377869.0,950.596698113208,101931.0,2100.0,6673889.97843701,2896243.53661473,7893.9585
Chesterfield County Data Center 7,Tract,200,32.65,Chesterfield County,377869.0,950.596698113208,101931.0,2100.0,6673889.97843701,2896243.53661473,7893.9585
Chesterfield County Data Center 5,Tract,200,32.65,Chesterfield County,377869.0,950.596698113208,101931.0,2100.0,6673889.97843701,2896243.53661473,7893.9585
Chesterfield County Data Center 1,Tract,200,32.65,Chesterfield County,377869.0,950.596698113208,101931.0,2100.0,6673889.97843701,2896243.53661473,7893.9585
Chesterfield County Data Center 3,Tract,200,32.65,Chesterfield County,377869.0,950.596698113208,101931.0,2100.0,6673889.97843701,2896243.53661473,7893.9585
Chesterfield County Data Center 10,Tract,200,32.65,Chesterfield County,377869.0,950.596698113208,101931.0,2100.0,6673889.97843701,2896243.53661473,7893.9585
Chesterfield County Data Center 2,Tract,200,32.65,Chesterfield County,377869.0,950.596698113208,101931.0,2100.0,6673889.97843701,2896243.53661473,7893.9585
Chesterfield County Data Center 8,Tract,200,32.65,Chesterfield County,377869.0,950.596698113208,101931.0,2100.0,6673889.97843701,2896243.53661473,7893.9585
Chesterfield County Data Center 11,Tract,200,32.65,Chesterfield County,377869.0,950.596698113208,101931.0,2100.0,6673889.97843701,2896243.53661473,7893.9585
VA3-37 Ashburn Data Center Building 7,Vantage Data Centers,5000,41.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA3-35 Ashburn Data Center Building 5,Vantage Data Centers,5000,13.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA3-36 Ashburn Data Center Building 6,Vantage Data Centers,5000,9.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NoVA Gateway Data Center 3,Vantage Data Centers,5000,59.714,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Remington Technology Park Building 2,PointOne ,50,100.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Remington Technology Park Building 3,PointOne ,50,100.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Remington Technology Park Building 1,PointOne ,50,100.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Gainesville Crossing Building 3,Corscale,50,72.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Gainesville Crossing Building 4,Corscale,50,72.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Gainesville Crossing Building 5,Corscale,50,72.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
TA Realty Data Center 1,TA Digital Group,50,86.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
TA Realty Data Center 2,TA Digital Group,50,86.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
TA Realty Data Center 4,TA Digital Group,50,86.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
TA Realty Data Center 3,TA Digital Group,50,86.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
TA Realty Data Center 5,TA Digital Group,50,86.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Tech Park at Brambleton Data Center 2,Black Chamber,50,50.952,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Tech Park at Brambleton Data Center 1,Black Chamber,50,50.952,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
SDC Data Center 2,SDC Capital Partners,200,41.023,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
SDC Data Center 1,SDC Capital Partners,200,41.023,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA1 Data Center Building 1,Clean Arc,50,100.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA1 Data Center Building 2,Clean Arc,50,100.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA1 Data Center Building 3,Clean Arc,50,100.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
SDC Ashburn Data Center Building A,Sabey Data Centers,150,18.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Building 2,SDC Capital Partners,200,71.239,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Building 1,SDC Capital Partners,200,71.239,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Dulles 28 Technology Park 2,Black Chamber,50,,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Dulles 28 Technology Park,Black Chamber,50,,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
MD-DC1 (Herndon),Menlo Digital,50,67.2,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
CTP-03  Richmond,Chirisa Technology Parks,200,60.0,Chesterfield County,377869.0,950.596698113208,101931.0,2100.0,6673889.97843701,2896243.53661473,7893.9585
CTP-02  Richmond,Chirisa Technology Parks,200,60.0,Chesterfield County,377869.0,950.596698113208,101931.0,2100.0,6673889.97843701,2896243.53661473,7893.9585
AWS NCTC Building 1,Amazon AWS,1576000,70.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS NCTC Building 2,Amazon AWS,1576000,70.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
AWS Lake Anna Data Center - Building 1,Amazon AWS,1576000,44.0,Spotsylvania County,146603.0,393.818407960199,112738.0,899.6,2559772.55734216,1015490.11174048,339.08129292307700
AWS Lake Anna Data Center - Building 2,Amazon AWS,1576000,66.0,Louisa County,39980.0,88.2262626262626,86689.0,17100.0,359398.752202506,190086.581796692,14.641666666666700
AWS Lake Anna Data Center - Building 4,Amazon AWS,1576000,66.0,Spotsylvania County,146603.0,393.818407960199,112738.0,899.6,2559772.55734216,1015490.11174048,339.08129292307700
AWS Lake Anna Data Center - Building 3,Amazon AWS,1576000,66.0,Louisa County,39980.0,88.2262626262626,86689.0,17100.0,359398.752202506,190086.581796692,14.641666666666700
Amazon AWS IAD - Wellington Building 3,Amazon AWS,1576000,39.1977777777778,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
